userid,test_type,assignment_count,ac_count,average_submissions_per_problem,total_submissions,average_codesize,average_codelines,average_completion_time,open_to_close_ratio,open_to_discount_ratio,timenorm_lastsubmit,ranknorm_lastsubmit,timenorm_firstsubmit,ranknorm_firstsubmit,normalized_codelines,ranknorm_codelines,normalized_codesize,ranknorm_codesize,normalized_ratio,ranknorm_ratio,error_count,score
63897,1,82,72,2.719512195,223,1152.219731,62.51569507,12178.39024,-16.34041574,-18.92288879,2.026218988,-2.385986683,0.721369332,-2.385986683,-23.59074196,0.531899934,-26.22411809,0.531899934,-28.95854265,0.531899934,51.7653077,95
67196,-1,57,48,1.666666667,95,606.7263158,35.91578947,3347.210526,16.07341437,19.47597722,-3.534029037,11.29458134,-3.508347109,11.29458134,-16.61708264,0.291392662,-18.56494929,0.291392662,-21.57011319,0.291392662,15.26596331,23
73994,1,68,60,1.191176471,81,948.3950617,42.04938272,171.1470588,26.00238541,39.52582094,0.740469858,17.40566213,0.585109231,17.40566213,-19.17014587,-0.195608682,-21.04404591,-0.195608682,-23.51642432,-0.195608682,5.073440024,50
74163,1,75,74,2.24,168,800.8154762,46.73214286,49412.38667,-24.45004348,-28.01209169,-2.182674176,-16.02491483,-4.082855835,-16.02491483,-21.70484682,-1.816276398,-23.70433548,-1.816276398,-25.68657682,-1.816276398,25.96269111,94
74470,-1,58,51,1.655172414,96,790.875,33.58333333,849.5862069,18.38366807,21.77091751,2.434321472,16.75507572,2.647723412,16.75507572,-15.81723616,-0.090061082,-16.66077805,-0.090061082,-20.35182192,-0.090061082,13.15040335,73
74679,1,57,37,1.49122807,85,718.8705882,30.28235294,33236.31579,17.16865234,20.90072854,0.940098787,17.49070025,0.998964308,17.49070025,-17.01556253,-1.597298549,-19.36795563,-1.597298549,-21.7072874,-1.597298549,16.95563557,0
75959,1,7,7,1.857142857,13,195.5384615,12.92307692,87.85714286,0.977586734,2.737904491,-1.457024254,2.306899627,-1.557806446,2.306899627,-2.309087781,0.25191335,-2.639197008,0.25191335,-2.679340762,0.25191335,1.866549881,2
76099,1,10,7,1.2,12,387.4166667,21.58333333,73410.9,3.539052548,10.01782665,-1.819399231,3.726506294,-1.839018943,3.726506294,-2.873406283,-0.417393604,-2.913751635,-0.417393604,-3.081766507,-0.417393604,1.890782113,12
79088,1,76,70,4.473684211,340,843.8382353,43.12941176,15468.42105,-16.28431323,-17.23092548,-0.743544778,0.819042762,-0.337172851,0.819042762,-21.33841705,-1.228866085,-23.86530396,-1.228866085,-26.56947872,-1.228866085,90.08089724,79
79101,1,71,68,1.971830986,140,658.1285714,33.47857143,19047.11268,21.77572801,25.46973501,-1.148734204,13.1471766,-0.84796595,13.1471766,-20.8246792,0.483635737,-22.71991817,0.483635737,-24.630127,0.483635737,22.95526607,89
79103,1,74,70,2.635135135,195,855.3128205,44.32820513,35188.17568,9.295851708,9.579272053,1.858106261,-13.59150901,1.741044591,-13.59150901,-21.43978839,-2.645619582,-23.14327887,-2.645619582,-24.66145358,-2.645619582,40.81293465,89
79104,1,93,93,2.688172043,250,759.616,36.368,7201.430108,4.806918751,8.445095845,-6.992954566,-20.29635339,-5.91907679,-20.29635339,-27.29557303,-0.586253604,-30.0745858,-0.586253604,-34.96844877,-0.586253604,57.98927158,100
79105,1,96,96,2.0625,198,781.9848485,30.53535354,5516.677083,3.224878682,1.555891797,-7.691580693,-30.49034415,-6.456570765,-30.49034415,-27.37090005,-2.047684195,-29.72361631,-2.047684195,-34.50435016,-2.047684195,31.1294931,96
79106,1,71,62,2.971830986,211,584.9763033,36.18009479,40551.25352,14.96319597,18.72554134,0.517233274,8.280010279,0.259282636,8.280010279,-20.50536448,0.191837655,-22.63241462,0.191837655,-25.41431887,0.191837655,50.33281173,77
79107,1,72,71,2.402777778,173,629.1734104,31.56069364,4170.194444,22.05130074,26.11484711,-1.256193264,11.98006798,-1.263551991,11.98006798,-20.22074021,-0.852427146,-22.42796172,-0.852427146,-26.36830575,-0.852427146,36.76770924,80
79108,1,80,79,2.3125,185,785.6108108,32.17837838,49219.15,8.369078692,8.663702011,-6.152787726,-16.70891996,-6.982572737,-16.70891996,-21.68710168,-3.814960812,-24.3771008,-3.814960812,-27.86956403,-3.814960812,33.51515341,90
79111,1,74,72,2.013513514,149,686.4832215,36.26174497,11504.63514,14.67871683,15.90861977,-0.781962572,-4.407754051,-0.173047802,-4.407754051,-19.40908006,-1.534697188,-22.92688038,-1.534697188,-26.0590779,-1.534697188,23.01030451,89
79112,1,70,67,2.228571429,156,721.0320513,35.87179487,47398.31429,15.01962455,15.86980679,-0.173023761,-2.439298804,-0.12736944,-2.439298804,-20.95950129,-0.81686805,-21.91206856,-0.81686805,-25.81649795,-0.81686805,29.85080821,72
79113,1,80,79,2.175,174,720.3850575,39.52298851,1002.125,-24.62353319,-27.88357299,-5.182277454,-16.58695238,-5.072250189,-16.58695238,-21.53456434,-1.995137365,-24.14136327,-1.995137365,-27.72271488,-1.995137365,29.10970498,95
79114,1,71,63,2.366197183,168,719.702381,45.72619048,9640.028169,20.60274291,24.78592247,2.40232098,13.23088982,2.168226132,13.23088982,-21.30288162,-1.221187311,-23.06138729,-1.221187311,-26.26012605,-1.221187311,34.02189162,84
79116,1,76,72,2.013157895,153,802.8366013,37.75163399,26366.25,11.44474666,12.44934447,-1.094518991,-10.96770781,-1.356583332,-10.96770781,-21.45422897,-1.648502781,-24.17821842,-1.648502781,-26.86147072,-1.648502781,24.63125392,93
79120,1,75,73,3.68,276,1314.952899,52.8442029,27583.76,1.677777967,1.994622253,-5.902532996,-26.53474666,-6.029099081,-26.53474666,-20.63684948,-2.533754035,-23.15442434,-2.533754035,-26.73767133,-2.533754035,63.60732862,95
79127,1,92,90,2.826086957,260,974.95,58.52307692,13912.26087,14.54731702,13.83734602,-8.421001377,-7.106743185,-7.627868443,-7.106743185,-27.01599605,-2.111366111,-29.69056434,-2.111366111,-33.2724766,-2.111366111,56.72452222,92
79132,1,93,93,1.666666667,155,677.3548387,33.01290323,45664.22581,2.58100235,4.679127702,-10.87098914,-30.49460953,-9.310369643,-30.49460953,-26.23770619,-3.20427288,-29.65132541,-3.20427288,-34.15419062,-3.20427288,20.66312302,0
79148,1,76,71,3.171052632,241,894.2365145,45.19502075,33942.31579,-13.70787002,-13.53436453,-1.481135988,6.100814839,-1.176712432,6.100814839,-20.41959244,0.558263899,-22.91991276,0.558263899,-27.01042893,0.558263899,53.85488544,78
79152,1,87,77,2.344827586,204,520.7058824,25.0245098,53993.51724,24.59545,89.01491608,-2.608031304,17.62994098,-0.902815857,17.62994098,-25.95022194,0.110996376,-29.34612258,0.110996376,-32.70810461,0.110996376,41.05266183,88
79160,1,80,77,3.5375,283,667.335689,33.66431095,42882.9875,-14.78090012,-16.24276116,-6.07334017,-0.534129492,-5.883951494,-0.534129492,-22.06215894,1.603900637,-24.7430343,1.603900637,-28.10627224,1.603900637,69.78149247,76
79162,1,73,73,3.397260274,248,819.0362903,44.42741935,9562.068493,15.42208021,62.2631579,-0.55156003,-2.077025205,-0.345558988,-2.077025205,-21.92759517,-0.287088707,-24.15591287,-0.287088707,-25.97342453,-0.287088707,49.2650907,84
79166,1,69,65,2.623188406,181,745.6353591,35.64640884,16929.01449,19.5668656,22.07038149,2.412832356,11.16080441,2.515094426,11.16080441,-19.82865333,0.800185473,-22.23909183,0.800185473,-25.14243915,0.800185473,37.26333625,89
79168,1,76,74,2.618421053,199,858.3567839,44.83417085,80886.19737,12.12225397,14.43310535,-4.280941357,-7.976047162,-4.310500206,-7.976047162,-21.82638651,-0.437342995,-24.01896039,-0.437342995,-26.94128199,-0.437342995,35.55315594,63
79174,1,71,71,2.676056338,190,839.2526316,31.96315789,9837.112676,6.806541657,7.630270154,-1.745547567,-16.8069965,-1.468098419,-16.8069965,-21.14559123,-1.883451746,-23.86352506,-1.883451746,-25.64515828,-1.883451746,36.26618555,93
79179,1,74,69,1.851351351,137,633.4525547,29.4379562,63625.43243,19.10557993,21.87726903,0.738707747,9.791871818,0.491917717,9.791871818,-19.05453187,1.1390269,-21.58964326,1.1390269,-25.73970756,1.1390269,19.15059967,81
79180,1,92,92,3.630434783,334,602.5179641,33.01197605,42087.71739,21.22017805,37.06828689,-3.413667512,8.636720115,-2.166964526,8.636720115,-27.06379951,0.764161313,-30.26976675,0.764161313,-34.55152352,0.764161313,79.21550794,67
79181,1,99,99,2.050505051,203,1136.073892,72.32019704,1528.525253,2.936679593,30.20353327,-12.12975765,-32.37623899,-11.52527791,-32.37623899,-28.16234905,-3.533156893,-31.87090728,-3.533156893,-36.59110451,-3.533156893,33.33196276,96
79182,1,79,76,4.898734177,387,686.5994832,33.77260982,119496.481,11.67971535,13.18191957,-2.227551963,-9.71662399,-1.497254296,-9.71662399,-21.49497257,-0.820612742,-24.38386919,-0.820612742,-28.36727944,-0.820612742,118.5890664,70
79183,1,78,78,2.974358974,232,701.3577586,43.61206897,20607,4.738378633,0.026116658,-1.669444079,-22.77608207,-1.908847447,-22.77608207,-21.57057126,-2.164200551,-24.00036093,-2.164200551,-27.49506432,-2.164200551,45.84698033,86
79184,1,76,74,2.618421053,199,737.241206,33.59798995,9670.026316,13.99881191,16.54180862,-0.437352822,-2.948801652,-0.072477851,-2.948801652,-20.14839124,0.631236904,-22.21520535,0.631236904,-26.92780457,0.631236904,41.10702581,82
79186,1,94,78,3.638297872,342,453.7339181,25.83918129,333870.3936,22.19654701,2310.229604,-6.938959639,14.86615231,-6.668685944,14.86615231,-28.45518091,-3.206843534,-31.7268729,-3.206843534,-36.80746325,-3.206843534,95.69307129,68
79189,1,70,55,2.3,161,735.5465839,39.27329193,54232.55714,11.91229132,14.4112338,-0.197200255,0.769769435,-1.015301989,0.769769435,-20.65089025,-1.091041725,-22.21698843,-1.091041725,-24.69362609,-1.091041725,35.86423638,89
79190,1,74,74,2.554054054,189,696.6137566,38.56084656,20525.13514,8.379143209,47.81315372,-4.36236961,-13.80829491,-4.433458701,-13.80829491,-21.06247107,-2.288391505,-23.91215735,-2.288391505,-27.18887092,-2.288391505,33.79949486,96
79192,1,79,78,1.924050633,152,547.7763158,28.73684211,1320.113924,2.136351221,-1.075715414,-3.225186265,-26.89019899,-3.3557936,-26.89019899,-22.46905883,-0.725840201,-24.76198587,-0.725840201,-28.53834307,-0.725840201,19.49403408,99
79193,1,77,75,4.363636364,336,872.5744048,34.03571429,64885.61039,19.58285966,22.90102784,-3.684345944,6.261383424,-4.388398315,6.261383424,-21.64950494,2.014895891,-23.92739674,2.014895891,-27.23349593,2.014895891,89.27211035,72
79196,1,79,75,2.189873418,173,709.8092486,40.61271676,54358.81013,3.564222594,5.080399517,-0.550616823,-20.46247099,-0.119268136,-20.46247099,-21.77686979,-1.453828812,-23.65827299,-1.453828812,-27.1050399,-1.453828812,29.07117021,78
79198,1,72,71,2.708333333,195,717.7487179,43.08205128,33262.30556,17.18919299,18.81221399,-2.915090968,3.193582914,-2.948643575,3.193582914,-20.41634564,0.183249838,-23.52957033,0.183249838,-26.37632159,0.183249838,44.02385127,94
79201,1,81,79,2.555555556,207,915.7681159,49.98067633,84822.58025,6.522594844,3.257370126,-3.333643083,-16.93457714,-4.054492832,-16.93457714,-22.23282024,-1.939081295,-24.74577807,-1.939081295,-28.0804723,-1.939081295,39.95164014,82
79204,1,80,79,2.625,210,1149.961905,54.33333333,22496.375,2.907850073,-1.843964751,-4.010728072,-26.16488446,-4.166242993,-26.16488446,-22.20089117,-3.359286031,-24.72328331,-3.359286031,-27.93202907,-3.359286031,41.7119503,96
79205,1,71,62,2.901408451,206,676.2912621,37.77669903,17517.95775,22.1654663,27.14476378,-0.873433517,16.64998537,0.043818582,16.64998537,-19.73179235,0.998711453,-21.14715095,0.998711453,-25.31172064,0.998711453,50.42174038,60
79206,1,76,76,3.25,247,613.5060729,29.52631579,19143.44737,16.99076505,19.76956087,-1.029012123,-0.25952335,-1.231231715,-0.25952335,-21.78803476,1.506638942,-23.31151872,1.506638942,-26.61628879,1.506638942,52.54563039,70
79208,1,78,76,2.692307692,210,884.147619,41.83809524,14880.61538,-17.88618349,-19.23736417,-0.814955398,-2.760920603,-0.967942104,-2.760920603,-21.55455264,0.488889915,-24.55059043,0.488889915,-27.67775904,0.488889915,43.17223722,96
79210,1,91,88,1.769230769,161,589.863354,30.71428571,20097.85714,20.02281799,25.87220462,-3.717726027,7.239615805,-3.441221028,7.239615805,-26.6660805,2.759279664,-29.55968743,2.759279664,-33.58749067,2.759279664,25.81570796,62
79215,1,75,73,3.8,285,742.4315789,35.95789474,44968.4,18.95845718,21.86375542,-3.990462833,3.834484107,-4.104751119,3.834484107,-20.33263857,1.529991599,-23.24285384,1.529991599,-27.16335253,1.529991599,73.4983096,80
79217,1,75,74,2.853333333,214,690.817757,36.51401869,40340.34667,8.118789705,8.789854118,-3.598395445,-15.74708924,-3.815598828,-15.74708924,-22.07856314,-1.571699969,-23.52239906,-1.571699969,-26.33071636,-1.571699969,42.6844923,96
79218,1,80,76,4.1625,333,1074.216216,58.12912913,23930.5375,12.09444331,7.859230151,1.773382133,-9.095599917,0.268813693,-9.095599917,-20.86273522,-1.723438872,-23.45360947,-1.723438872,-27.92819444,-1.723438872,88.03584356,92
79222,1,98,98,1.704081633,167,569.8443114,33.83832335,5028.061224,12.21305825,225.3210037,-14.35200058,-12.41923497,-13.84110561,-12.41923497,-28.93076741,-1.900374999,-32.39046836,-1.900374999,-37.79228669,-1.900374999,22.92931307,88
79239,1,73,73,2.917808219,213,575.4084507,33.87323944,29505.71233,19.53411359,70.58165316,-2.950014452,7.615947009,-3.252408772,7.615947009,-21.81870918,0.117516624,-24.29312065,0.117516624,-26.77961444,0.117516624,42.09988163,87
79244,1,75,71,1.973333333,148,671.0743243,39.39864865,49479.2,17.76075624,21.51304354,-5.078209183,3.912717744,-5.07821894,3.912717744,-20.25889564,2.038256717,-22.96564817,2.038256717,-27.30676175,2.038256717,23.92286723,82
79248,1,76,73,3.065789474,233,1028.866953,49.6223176,69764.81579,12.3899487,7.698407913,-3.069595484,-11.69613165,-2.882868803,-11.69613165,-20.32479853,-3.012592962,-23.57300565,-3.012592962,-27.71738987,-3.012592962,51.43150024,80
79253,1,73,71,3.383561644,247,672.145749,30.30769231,59601.38356,12.45881591,14.1979089,-2.87140334,-5.531712928,-2.49553901,-5.531712928,-19.14829125,-0.946804474,-22.17259787,-0.946804474,-24.55124324,-0.946804474,56.82061099,90
79255,1,88,83,2.613636364,230,559.9956522,28.06956522,41519.73864,14.57505465,20.16326349,-5.725173379,2.50287426,-5.596892957,2.50287426,-24.38653474,0.400204319,-27.99652644,0.400204319,-32.14984126,0.400204319,49.4551568,82
79256,1,75,69,3.693333333,277,836.5740072,32.46931408,29730.4,18.44377013,21.73300013,-1.338449121,5.225853684,-1.110114429,5.225853684,-21.62283323,-0.068016125,-23.72705048,-0.068016125,-26.86740687,-0.068016125,58.07444735,96
79258,1,75,71,2.16,162,836.0617284,43.55555556,59907.48,4.312169142,4.766198958,-2.852622411,-22.30020863,-3.18566268,-22.30020863,-20.70514128,-4.159902218,-23.84504438,-4.159902218,-26.54219515,-4.159902218,25.95398633,98
79263,1,81,76,3.950617284,320,853.925,43.79375,42303.4321,20.41585595,23.22407073,-0.09483573,5.986123393,0.078510753,5.986123393,-22.87425766,1.700100123,-24.59828567,1.700100123,-28.49950067,1.700100123,78.08555039,86
79267,1,80,77,2.1875,175,747.0057143,38.54285714,48697.1,17.52333024,13.42883661,-2.164260205,-2.682614581,-2.563960007,-2.682614581,-21.85440275,1.293002305,-24.4642368,1.293002305,-27.8684473,1.293002305,31.24481833,80
79272,1,75,72,3.04,228,653.5877193,36.32894737,14194.8,9.991720836,11.33217971,-2.401080627,-11.85574822,-1.867283916,-11.85574822,-19.79805819,-1.208796305,-22.7408196,-1.208796305,-26.74574733,-1.208796305,51.71623953,99
79273,1,75,75,2.48,186,704.3225806,28.25806452,8058.386667,12.96650488,15.7807022,-1.121364157,-5.06221038,-2.103616429,-5.06221038,-21.32183082,-0.848417597,-23.95426345,-0.848417597,-26.5994654,-0.848417597,30.37815726,96
79282,1,69,69,1.376811594,95,708.7473684,31.25263158,2446.536232,18.67363333,22.93595624,-3.1051848,9.056114042,-3.95550019,9.056114042,-19.88215009,0.626570891,-21.16047403,0.626570891,-24.22844542,0.626570891,9.266274782,60
79285,1,79,79,3.189873418,252,688.6706349,35.72619048,37120.5443,7.077659957,2.356532147,-1.416825475,-20.12115372,-1.607605966,-20.12115372,-21.73621441,-0.983633153,-23.28208957,-0.983633153,-26.96276181,-0.983633153,60.0593347,89
79286,1,73,73,3.054794521,223,545.3273543,27.32735426,56311.39726,13.52510853,63.65997439,-7.02829438,-5.383954767,-6.582526566,-5.383954767,-20.74223168,-1.238758996,-23.31530037,-1.238758996,-26.17838801,-1.238758996,51.94477708,94
79293,1,84,84,4.238095238,356,995.0280899,45.63764045,68732.66667,12.56523268,8.889313421,-1.272715798,-12.70475722,-2.083184315,-12.70475722,-23.02197853,0.320094701,-26.14232735,0.320094701,-29.78421531,0.320094701,71.76694807,86
79297,1,72,69,2.458333333,177,560.0564972,25.44067797,26311.79167,16.32937217,18.91393381,-0.982090793,-0.302381877,-0.943263374,-0.302381877,-21.08574543,-0.915318325,-23.3780618,-0.915318325,-26.60295634,-0.915318325,38.51558295,86
79300,1,72,68,2.402777778,173,1170.65896,56.26589595,43702,13.48895692,14.49359725,-4.398321991,-7.835155397,-4.569121987,-7.835155397,-21.28138382,0.102782655,-23.38431105,0.102782655,-25.63710322,0.102782655,34.24624311,97
79317,1,72,67,2.847222222,205,961.9463415,44.46341463,13156.93056,14.81009711,16.52668957,-2.465091278,-2.232974043,-2.335240368,-2.232974043,-19.86467931,0.926375486,-22.95063075,0.926375486,-26.0670605,0.926375486,47.36059729,82
79325,1,99,94,2.383838384,236,537.7118644,32.48305085,59846.47475,14.12321984,1000.774333,-12.41262689,-1.617926009,-9.96564344,-1.617926009,-27.8508352,0.168671444,-31.9464959,0.168671444,-38.03814865,0.168671444,49.60140928,95
79329,1,91,91,2.406593407,219,937.4657534,59.58447489,27742.01099,21.79807086,46.44298635,-8.583172897,6.55161619,-7.49344943,6.55161619,-27.05684138,1.774945605,-28.83815673,1.774945605,-33.28388523,1.774945605,46.73879385,84
79330,1,75,71,3.386666667,254,669.4133858,33.36220472,21634.64,16.30044037,18.09554904,-4.718180617,-1.489522732,-4.524165212,-1.489522732,-21.11903936,-0.949879384,-23.71856713,-0.949879384,-26.8351426,-0.949879384,64.88744186,94
79332,1,73,68,3.767123288,275,1028.494545,45.34909091,36194.94521,13.48439379,15.05364158,-3.318137372,-4.505006805,-3.19945338,-4.505006805,-20.29941141,0.374565953,-22.64681109,0.374565953,-26.30056686,0.374565953,68.01940948,85
79334,1,78,77,2.705128205,211,753.6635071,32.31753555,20070.65385,21.36553889,25.3713689,-0.020851246,8.540769119,0.01890745,8.540769119,-22.39392028,3.764836797,-24.28625177,3.764836797,-28.23521056,3.764836797,47.99243388,70
79336,1,98,96,4.285714286,420,1019.297619,50.30714286,59798.62245,7.932141862,316.9718892,-10.33975767,-18.26393751,-9.915791411,-18.26393751,-28.99382555,-1.47191062,-32.5299737,-1.47191062,-38.07428613,-1.47191062,98.82278544,98
79344,1,58,45,3.189655172,185,733.4432432,41.3027027,17548.5,15.54748606,46.63684935,3.610782609,12.64628982,3.249390964,12.64628982,-15.84859747,0.853758531,-17.39095046,0.853758531,-20.5753894,0.853758531,41.63021954,69
79349,1,75,73,2.826666667,212,1372.599057,42.87264151,4902.146667,4.721604209,5.974100205,-3.227232389,-18.41698921,-3.280419671,-18.41698921,-20.50157272,-1.01557255,-22.91750846,-1.01557255,-26.42784373,-1.01557255,38.36317305,96
79353,1,79,77,2.35443038,186,752.3225806,31.56989247,16208.94937,11.65339275,12.33315868,-4.174342735,-12.63932709,-5.796168044,-12.63932709,-21.86192215,-1.02731502,-24.17260168,-1.02731502,-27.59541027,-1.02731502,36.44167543,97
79354,1,73,70,1.821917808,133,584.0451128,29.45864662,15057.49315,20.94489602,25.25382474,2.291167542,10.85531607,1.080723418,10.85531607,-21.15728965,-0.564502344,-23.21317275,-0.564502344,-26.77150787,-0.564502344,24.85518018,67
79371,1,76,63,2.710526316,206,791.8252427,48.75728155,59689.42105,7.777020988,4.261782137,-3.149065273,-9.454011124,-2.89571754,-9.454011124,-21.43302663,-2.130944794,-23.46008648,-2.130944794,-26.95245493,-2.130944794,48.89644895,85
79380,1,79,78,2.810126582,222,1037.18018,43.32882883,15134.59494,6.030379111,7.216672382,-4.685970025,-17.71610934,-5.271679129,-17.71610934,-21.76635373,-2.280350171,-24.26253722,-2.280350171,-27.36849526,-2.280350171,38.94135849,95
79381,1,70,64,2,140,646.7857143,32.56428571,14561.11429,19.34511668,22.87968046,-0.810385894,10.96768082,-1.036374005,10.96768082,-20.84674744,0.820155769,-22.80452935,0.820155769,-25.5194273,0.820155769,24.94563932,80
79396,1,59,49,3.13559322,185,451.3621622,16.82702703,41779.05085,11.36731592,12.75884039,-0.102373439,-1.830920303,-0.249215806,-1.830920303,-16.96602612,-0.260386946,-19.03069641,-0.260386946,-21.71599521,-0.260386946,45.53237859,74
79399,1,75,73,2.173333333,163,638.9877301,34.38650307,11913.81333,16.57381919,17.65941167,-0.26100806,-1.67730668,0.249844726,-1.67730668,-20.73368896,-1.114863464,-23.90563156,-1.114863464,-26.5935872,-1.114863464,29.66852756,97
79402,1,72,72,1.875,135,564.7185185,28.14074074,31608.93056,21.13148776,25.34209612,-0.909297938,10.41411779,0.043002492,10.41411779,-21.18031506,-0.779118606,-23.6040737,-0.779118606,-27.0027398,-0.779118606,22.40366636,72
79405,1,98,97,2.510204082,246,479.3617886,27.13414634,70045.37755,20.01431948,824.8101956,-9.336964222,6.007467778,-9.223171315,6.007467778,-29.59094853,-2.059732985,-32.33023302,-2.059732985,-37.88541775,-2.059732985,47.97705905,87
79406,1,75,73,3.253333333,244,910.5122951,50.19262295,16130.54667,3.959002964,4.802071702,-0.376785652,-20.83739986,-0.36158857,-20.83739986,-21.40026516,-1.282588538,-23.07042753,-1.282588538,-25.77965238,-1.282588538,56.58880927,97
79412,1,71,69,2.267605634,161,947.7453416,52.63354037,33468.52113,19.68719187,24.13369785,0.285866636,12.78019817,1.09028708,12.78019817,-19.65185734,-1.729488826,-21.65193795,-1.729488826,-26.88446593,-1.729488826,30.51499692,79
79416,1,79,68,2.620253165,207,1166.913043,56.80193237,120605.7215,18.84301181,22.50513091,-0.761489962,5.273739535,-0.704742467,5.273739535,-22.15293071,2.555907626,-25.60961554,2.555907626,-29.03057744,2.555907626,48.68412374,95
79426,1,69,59,2.52173913,174,533.0344828,30.24137931,89340.2029,16.72219016,19.01103321,0.74895082,6.28604255,0.684986724,6.28604255,-20.38806517,0.899407262,-23.11713552,0.899407262,-25.18861277,0.899407262,39.07428003,53
79427,1,95,92,2.557894737,243,726.4814815,32.27160494,34782.93684,5.049420213,46.6531663,-6.907501666,-20.43735711,-6.112595483,-20.43735711,-27.17395462,0.293392205,-30.37029854,0.293392205,-35.12584871,0.293392205,49.98418367,97
79428,1,100,98,2.88,288,741.1006944,42.61458333,20648.7,4.807963713,210.2513411,-15.58910584,-28.39527656,-16.08440003,-28.39527656,-27.17212626,-4.165677071,-31.43024778,-4.165677071,-38.07838046,-4.165677071,63.65706144,96
79429,1,98,97,1.469387755,144,555.0694444,32.04861111,10860.66327,20.78193375,337.292355,-10.44049433,3.467570249,-9.524969036,3.467570249,-29.63080952,-1.725617237,-32.27904428,-1.725617237,-37.7916019,-1.725617237,14.40157884,82
79430,1,77,76,2.961038961,228,757.5219298,42.36842105,27423.71429,-21.96656457,-24.7846655,0.275220929,-12.64083027,0.672399447,-12.64083027,-21.31867233,-1.920612268,-23.39500902,-1.920612268,-25.91003546,-1.920612268,47.33330094,78
79433,1,73,72,3.287671233,240,672.825,33.87916667,27793.20548,18.15313142,20.04827242,1.554124886,3.370275565,1.74720488,3.370275565,-20.40125235,-0.149384583,-22.81982309,-0.149384583,-24.67934379,-0.149384583,54.54151994,79
79434,1,80,79,2.8625,229,576.5327511,25.3930131,7919.4375,9.456919617,9.707280918,-3.045988253,-12.88454935,-4.037134578,-12.88454935,-23.18423578,-2.782740943,-25.30448438,-2.782740943,-27.19975146,-2.782740943,41.54231998,79
79442,1,76,71,2.842105263,216,759.087963,39.28703704,55264.02632,10.66907548,10.85723994,-5.205230498,-11.8200577,-6.128113784,-11.8200577,-20.47700231,-2.517593141,-23.6541918,-2.517593141,-26.94438675,-2.517593141,44.87902369,97
79444,1,75,74,2.24,168,692.1071429,33.8452381,18016.18667,2.694766288,3.073088688,-6.249894054,-24.92978798,-5.681130076,-24.92978798,-21.51309047,-2.08139868,-23.89519819,-2.08139868,-27.19318862,-2.08139868,21.83742567,85
79446,1,75,71,2.706666667,203,656.453202,34.60098522,93835.16,14.05746044,16.31738035,-1.111396013,-3.595229199,-1.194917365,-3.595229199,-20.99931132,-0.642054562,-22.92084647,-0.642054562,-26.06244879,-0.642054562,45.52785628,98
79451,1,78,71,2.551282051,199,734.1457286,33.90452261,354600.5641,18.86087758,24.64282203,-4.262557691,0.859151905,-3.636367365,0.859151905,-21.69388859,-0.084561873,-24.16551807,-0.084561873,-27.65859879,-0.084561873,31.68244305,60
79456,1,80,78,2.8625,229,796.3537118,46.89956332,18703.9625,-28.17051121,-30.7623967,-1.478593101,-20.4464321,-1.525910107,-20.4464321,-22.35338836,-2.756332903,-24.24273108,-2.756332903,-27.19940047,-2.756332903,51.1455278,95
79458,1,72,67,2.888888889,208,1494.6875,87.46634615,91786.93056,6.763272373,7.306859243,-5.15840416,-15.70521627,-5.944301656,-15.70521627,-20.34816351,-2.423244648,-22.77637899,-2.423244648,-26.09686448,-2.423244648,49.6639,86
79462,1,81,81,2.567901235,208,597.0192308,28.92788462,31249.25926,5.568730273,7.654781613,-3.952459662,-20.61048567,-3.919402939,-20.61048567,-23.20525163,0.331798882,-25.67072155,0.331798882,-29.50067589,0.331798882,39.02137951,94
79463,1,72,71,2.777777778,200,1444.905,67.775,114884.5833,12.39602268,14.24760752,2.983776834,-8.211097379,3.813338889,-8.211097379,-21.23365412,-1.639634334,-23.77225214,-1.639634334,-26.90471339,-1.639634334,39.92019192,84
79474,1,79,76,3.253164557,257,869.1284047,47.76653696,21849.11392,19.23942821,15.6381534,-1.437244091,0.658952307,-1.839000742,0.658952307,-21.87950105,-0.007797905,-24.72783296,-0.007797905,-28.04025658,-0.007797905,56.10231759,80
79475,1,80,80,2.575,206,866.3737864,37.41747573,60177.4625,14.34420536,9.591375772,2.425083784,-7.277178488,2.490806576,-7.277178488,-22.95715749,-2.288030819,-25.50524213,-2.288030819,-27.656299,-2.288030819,35.25389838,76
79477,1,74,63,3.405405405,252,602.984127,31.01587302,48594.55405,21.4424233,25.99459314,-2.464620171,15.84953964,-1.998081699,15.84953964,-20.5026062,-1.008578748,-22.61818486,-1.008578748,-26.34686171,-1.008578748,63.18351947,72
79480,1,80,78,3.0625,245,845.2571429,43.82040816,15444.4375,2.004657645,2.566130725,-4.136301256,-26.3537474,-3.800257651,-26.3537474,-21.6179202,-2.705537072,-23.80409535,-2.705537072,-27.5873292,-2.705537072,44.08293477,97
79481,1,72,70,1.791666667,129,780.2945736,41.68217054,43011.76389,19.26855069,24.08645011,2.266460719,8.697355153,2.613502072,8.697355153,-20.96475456,-1.991370878,-22.31912109,-1.991370878,-25.22010811,-1.991370878,19.09842565,57
79483,1,89,87,2.359550562,210,641.1238095,29.96190476,6204.752809,19.97978418,31.54858264,-7.045272322,10.24605768,-6.90910511,10.24605768,-26.78461409,3.443436514,-29.50845079,3.443436514,-33.07176794,3.443436514,45.35485615,73
